,name,description,variables
764,B06002PR,MEDIAN AGE BY PLACE OF BIRTH IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06002PR.json
765,B08203,NUMBER OF WORKERS IN HOUSEHOLD BY VEHICLES AVAILABLE,http://api.census.gov/data/2019/acs/acs5/groups/B08203.json
766,B08201,HOUSEHOLD SIZE BY VEHICLES AVAILABLE,http://api.census.gov/data/2019/acs/acs5/groups/B08201.json
767,B16005F,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B16005F.json
768,B16005G,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B16005G.json
769,B26001,GROUP QUARTERS POPULATION,http://api.census.gov/data/2019/acs/acs5/groups/B26001.json
770,B16005H,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/B16005H.json
771,B16005I,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B16005I.json
772,B16005A,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B16005A.json
773,B16005B,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B16005B.json
774,B16005C,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B16005C.json
775,B16005D,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B16005D.json
776,B16005E,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B16005E.json
777,B07004GPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (TWO OR MORE RACES) FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07004GPR.json
778,B05006PR,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B05006PR.json
779,B14003,SEX BY SCHOOL ENROLLMENT BY TYPE OF SCHOOL BY AGE FOR THE POPULATION 3 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B14003.json
780,B14004,SEX BY COLLEGE OR GRADUATE SCHOOL ENROLLMENT BY TYPE OF SCHOOL BY AGE FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B14004.json
781,B14001,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B14001.json
782,B14002,SEX BY SCHOOL ENROLLMENT BY LEVEL OF SCHOOL BY TYPE OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B14002.json
783,B02018,ASIAN ALONE OR IN ANY COMBINATION BY SELECTED GROUPS,http://api.census.gov/data/2019/acs/acs5/groups/B02018.json
784,B02017,AMERICAN INDIAN AND ALASKA NATIVE (AIAN) ALONE OR IN ANY COMBINATION BY SELECTED TRIBAL GROUPINGS,http://api.census.gov/data/2019/acs/acs5/groups/B02017.json
785,B02016,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE BY SELECTED GROUPS,http://api.census.gov/data/2019/acs/acs5/groups/B02016.json
786,B02015,ASIAN ALONE BY SELECTED GROUPS,http://api.census.gov/data/2019/acs/acs5/groups/B02015.json
787,B02019,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE OR IN ANY COMBINATION BY SELECTED GROUPS,http://api.census.gov/data/2019/acs/acs5/groups/B02019.json
788,B02010,AMERICAN INDIAN AND ALASKA NATIVE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES,http://api.census.gov/data/2019/acs/acs5/groups/B02010.json
789,B24041,"INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B24041.json
790,B24042,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B24042.json
791,B26220,GROUP QUARTERS TYPE (5 TYPES) BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B26220.json
792,B02014,AMERICAN INDIAN AND ALASKA NATIVE ALONE FOR SELECTED TRIBAL GROUPINGS,http://api.census.gov/data/2019/acs/acs5/groups/B02014.json
793,B02013,SOME OTHER RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES,http://api.census.gov/data/2019/acs/acs5/groups/B02013.json
794,B02012,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES,http://api.census.gov/data/2019/acs/acs5/groups/B02012.json
795,B07403PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY SEX FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07403PR.json
796,B02011,ASIAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES,http://api.census.gov/data/2019/acs/acs5/groups/B02011.json
797,B14007,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B14007.json
798,B14005,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS,http://api.census.gov/data/2019/acs/acs5/groups/B14005.json
799,B14006,POVERTY STATUS IN THE PAST 12 MONTHS BY SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B14006.json
800,B07202PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--MICROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07202PR.json
801,B25127,TENURE BY YEAR STRUCTURE BUILT BY UNITS IN STRUCTURE,http://api.census.gov/data/2019/acs/acs5/groups/B25127.json
802,B26216,AGGREGATE INCOME IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (5 TYPES),http://api.census.gov/data/2019/acs/acs5/groups/B26216.json
803,B25126,TENURE BY AGE OF HOUSEHOLDER BY YEAR STRUCTURE BUILT,http://api.census.gov/data/2019/acs/acs5/groups/B25126.json
804,B26215,GROUP QUARTERS TYPE (5 TYPES) BY OCCUPATION,http://api.census.gov/data/2019/acs/acs5/groups/B26215.json
805,B25129,TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT BY UNITS IN STRUCTURE,http://api.census.gov/data/2019/acs/acs5/groups/B25129.json
806,B26218,AGGREGATE EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (5 TYPES) BY SEX,http://api.census.gov/data/2019/acs/acs5/groups/B26218.json
807,B25128,TENURE BY AGE OF HOUSEHOLDER BY YEAR HOUSEHOLDER MOVED INTO UNIT,http://api.census.gov/data/2019/acs/acs5/groups/B25128.json
808,B26217,GROUP QUARTERS TYPE (5 TYPES) BY SEX WITH EARNINGS IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B26217.json
809,B26219,MEDIAN EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (5 TYPES) BY SEX,http://api.census.gov/data/2019/acs/acs5/groups/B26219.json
810,B24031,INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B24031.json
811,B25121,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY VALUE,http://api.census.gov/data/2019/acs/acs5/groups/B25121.json
812,B26210,GROUP QUARTERS TYPE (5 TYPES) BY NATIVITY AND CITIZENSHIP STATUS BY SEX,http://api.census.gov/data/2019/acs/acs5/groups/B26210.json
813,B24032,SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B24032.json
814,B25120,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY TENURE AND MORTGAGE STATUS,http://api.census.gov/data/2019/acs/acs5/groups/B25120.json
815,B25123,TENURE BY SELECTED PHYSICAL AND FINANCIAL CONDITIONS,http://api.census.gov/data/2019/acs/acs5/groups/B25123.json
816,B26212,GROUP QUARTERS TYPE (5 TYPES) BY WORLD REGION OF BIRTH,http://api.census.gov/data/2019/acs/acs5/groups/B26212.json
817,B25122,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT,http://api.census.gov/data/2019/acs/acs5/groups/B25122.json
818,B26211,GROUP QUARTERS TYPE (5 TYPES) BY YEAR OF ENTRY,http://api.census.gov/data/2019/acs/acs5/groups/B26211.json
819,B25125,TENURE BY AGE OF HOUSEHOLDER BY UNITS IN STRUCTURE,http://api.census.gov/data/2019/acs/acs5/groups/B25125.json
820,B26214,GROUP QUARTERS TYPE (5 TYPES) BY EMPLOYMENT STATUS,http://api.census.gov/data/2019/acs/acs5/groups/B26214.json
821,B25124,TENURE BY HOUSEHOLD SIZE BY UNITS IN STRUCTURE,http://api.census.gov/data/2019/acs/acs5/groups/B25124.json
822,B26213,GROUP QUARTERS TYPE (5 TYPES) BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH,http://api.census.gov/data/2019/acs/acs5/groups/B26213.json
823,B16001,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B16001.json
824,B16006,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B16006.json
825,B16005,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B16005.json
826,B16004,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B16004.json
827,B16003,AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER IN LIMITED ENGLISH SPEAKING HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B16003.json
828,B06011PR,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY PLACE OF BIRTH IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06011PR.json
829,B07004IPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07004IPR.json
830,B16009,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B16009.json
831,B16008,CITIZENSHIP STATUS BY AGE BY LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B16008.json
832,B16007,AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B16007.json
833,B07004B,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (BLACK OR AFRICAN AMERICAN ALONE) FOR CURRENT RESIDENCE IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07004B.json
834,B07004A,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE) FOR CURRENT RESIDENCE IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07004A.json
835,B07004D,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (ASIAN ALONE) FOR CURRENT RESIDENCE IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07004D.json
836,B07004C,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (AMERICAN INDIAN AND ALASKA NATIVE ALONE) FOR CURRENT RESIDENCE IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07004C.json
837,B07004F,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (SOME OTHER RACE ALONE) FOR CURRENT RESIDENCE IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07004F.json
838,B24090,"SEX BY CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B24090.json
839,B07004E,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) FOR CURRENT RESIDENCE IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07004E.json
840,B24091,"CLASS OF WORKER BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B24091.json
841,B07004H,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES",http://api.census.gov/data/2019/acs/acs5/groups/B07004H.json
842,B24092,"SEX BY CLASS OF WORKER AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B24092.json
843,B07004G,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (TWO OR MORE RACES) FOR CURRENT RESIDENCE IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07004G.json
844,B07004I,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07004I.json
845,B20017A,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B20017A.json
846,B20017B,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B20017B.json
847,B20017C,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B20017C.json
848,B20017D,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B20017D.json
849,B20017E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B20017E.json
850,B07401PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07401PR.json
851,B20017F,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B20017F.json
852,B20017G,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B20017G.json
853,B20017H,"MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/B20017H.json
854,B20017I,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B20017I.json
855,B24080,SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B24080.json
856,B24081,CLASS OF WORKER  BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B24081.json
857,B24082,SEX BY CLASS OF WORKER AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE  CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B24082.json
858,B07008PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY MARITAL STATUS FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07008PR.json
859,B10051B,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B10051B.json
860,B07204PR,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--STATE, COUNTY AND PLACE LEVEL IN PUERTO RICO",http://api.census.gov/data/2019/acs/acs5/groups/B07204PR.json
861,B10051A,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B10051A.json
862,B10051F,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B10051F.json
863,B07412PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY POVERTY STATUS IN THE PAST 12 MONTHS FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07412PR.json
864,B10051E,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B10051E.json
865,B10051D,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B10051D.json
866,B10051C,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B10051C.json
867,B04006,PEOPLE REPORTING ANCESTRY,http://api.census.gov/data/2019/acs/acs5/groups/B04006.json
868,B04007,ANCESTRY,http://api.census.gov/data/2019/acs/acs5/groups/B04007.json
869,B10051I,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B10051I.json
870,B08604,WORKER POPULATION FOR WORKPLACE GEOGRAPHY,http://api.census.gov/data/2019/acs/acs5/groups/B08604.json
871,B10051H,"GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/B10051H.json
872,B10051G,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B10051G.json
873,B08602,TIME ARRIVING AT WORK FOR WORKPLACE GEOGRAPHY,http://api.census.gov/data/2019/acs/acs5/groups/B08602.json
874,B08603,TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY,http://api.census.gov/data/2019/acs/acs5/groups/B08603.json
875,B04004,PEOPLE REPORTING SINGLE ANCESTRY,http://api.census.gov/data/2019/acs/acs5/groups/B04004.json
876,B04005,PEOPLE REPORTING MULTIPLE ANCESTRY,http://api.census.gov/data/2019/acs/acs5/groups/B04005.json
877,B08601,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY,http://api.census.gov/data/2019/acs/acs5/groups/B08601.json
878,B06004APR,PLACE OF BIRTH (WHITE ALONE) IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06004APR.json
879,B06004C,PLACE OF BIRTH (AMERICAN INDIAN AND ALASKA NATIVE ALONE) IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06004C.json
880,B10063,HOUSEHOLDS WITH GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND PRESENCE OF PARENT OF GRANDCHILDREN,http://api.census.gov/data/2019/acs/acs5/groups/B10063.json
881,B06004B,PLACE OF BIRTH (BLACK OR AFRICAN AMERICAN ALONE) IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06004B.json
882,B06004A,PLACE OF BIRTH (WHITE ALONE) IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06004A.json
883,B12002,SEX BY MARITAL STATUS BY AGE FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B12002.json
884,B12001,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B12001.json
885,B06004G,PLACE OF BIRTH (TWO OR MORE RACES) IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06004G.json
886,B06004F,PLACE OF BIRTH (SOME OTHER RACE ALONE) IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06004F.json
887,B06004E,PLACE OF BIRTH (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06004E.json
888,B06004D,PLACE OF BIRTH (ASIAN ALONE) IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06004D.json
889,B06004I,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06004I.json
890,B06004H,"PLACE OF BIRTH (WHITE ALONE, NOT HISPANIC OR LATINO) IN THE UNITED STATES",http://api.census.gov/data/2019/acs/acs5/groups/B06004H.json
891,B07404IPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07404IPR.json
892,B12006,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,http://api.census.gov/data/2019/acs/acs5/groups/B12006.json
893,B12007,MEDIAN AGE AT FIRST MARRIAGE,http://api.census.gov/data/2019/acs/acs5/groups/B12007.json
